"account_id","account_name","campaign","advertisement_group","advertisement","date","network","device","keyword","clicks","conversions","conversions_revenue","cost","impressions","interactions","campaign_objective","campaign_objective_std","sales_funnel","day_of_week"
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-15,CONTENT,,,14.0,0.0,0.0,9.895083,5479.0,14.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-27,CONTENT,,,5.0,0.0,0.0,4.792439,3057.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-02-14,CONTENT,,,10.0,0.0,0.0,11.355127,6670.0,10.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-14,CONTENT,,,7.0,0.0,0.0,16.416701,9600.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-31,CONTENT,,,3.0,0.0,0.0,8.129554,4887.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-01-31,CONTENT,,,2.0,0.0,0.0,3.714318,2200.0,2.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-08,CONTENT,,,4.0,0.0,0.0,16.990549,9882.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-02-17,CONTENT,,,9.0,0.0,0.0,11.575029,6777.0,9.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-05-05,CONTENT,,,11.0,0.0,0.0,9.862032,5572.0,11.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-28,CONTENT,,,4.0,0.0,0.0,5.353788,3120.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-03,CONTENT,,,6.0,0.0,0.0,9.241991,5620.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-01-18,CONTENT,,,11.0,0.0,0.0,10.95316,6688.0,11.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-05-12,CONTENT,,,7.0,0.0,0.0,11.192965,6578.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-04,CONTENT,,,3.0,0.0,0.0,5.016684,3093.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-03-30,CONTENT,,,4.0,0.0,0.0,4.255662,2494.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-19,CONTENT,,,5.0,0.0,0.0,10.386999,5992.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-13,CONTENT,,,8.0,0.0,0.0,10.827019,6825.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-06-03,CONTENT,,,8.0,0.0,0.0,10.434764,5699.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-11,CONTENT,,,7.0,0.0,0.0,16.568687,10189.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-17,CONTENT,,,7.0,0.0,0.0,9.502907,5556.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-01-16,CONTENT,,,12.0,0.0,0.0,11.101937,6601.0,12.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-03-07,CONTENT,,,6.0,0.0,0.0,3.941444,2278.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-06-30,CONTENT,,,1.0,0.0,0.0,8.731131,5260.0,1.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-27,CONTENT,,,6.0,0.0,0.0,9.453125,5114.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-02-09,CONTENT,,,6.0,0.0,0.0,4.914617,3031.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-17,CONTENT,,,3.0,0.0,0.0,5.15549,3166.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-13,CONTENT,,,8.0,0.0,0.0,10.338314,5993.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-02-22,CONTENT,,,10.0,0.0,0.0,11.239965,6065.0,10.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-31,CONTENT,,,14.0,0.0,0.0,15.241999,9181.0,14.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-26,CONTENT,,,22.0,0.0,0.0,17.902079,10991.0,22.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-17,CONTENT,,,15.0,0.0,0.0,10.331697,6311.0,15.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-26,CONTENT,,,12.0,0.0,0.0,9.577129,5948.0,12.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-23,CONTENT,,,8.0,0.0,0.0,9.559699,5379.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-06-20,CONTENT,,,8.0,0.0,0.0,9.913212,5818.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-02-03,CONTENT,,,6.0,0.0,0.0,12.713452,7970.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-05-30,CONTENT,,,8.0,0.0,0.0,8.731142,4789.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-06,CONTENT,,,4.0,0.0,0.0,5.450508,3479.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-06-07,CONTENT,,,5.0,0.0,0.0,10.122601,5821.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-30,CONTENT,,,1.0,0.0,0.0,9.271444,5433.0,1.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-06,CONTENT,,,4.0,0.0,0.0,4.940927,3194.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-10,CONTENT,,,4.0,0.0,0.0,4.817378,2925.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-18,CONTENT,,,5.0,0.0,0.0,5.184531,3086.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-02-17,CONTENT,,,3.0,0.0,0.0,4.631478,2747.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-02-01,CONTENT,,,5.0,0.0,0.0,4.252432,2620.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-01-27,CONTENT,,,7.0,0.0,0.0,10.070015,6005.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-06-10,CONTENT,,,8.0,0.0,0.0,10.002868,5477.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-17,CONTENT,,,0.0,0.0,0.0,4.821238,2991.0,0.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-02-12,CONTENT,,,9.0,0.0,0.0,4.631777,2913.0,9.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-06-13,CONTENT,,,6.0,0.0,0.0,10.269085,5615.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-08-04,CONTENT,,,3.0,0.0,0.0,9.807508,5673.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-03-15,CONTENT,,,5.0,0.0,0.0,4.107738,2159.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-09,CONTENT,,,2.0,0.0,0.0,4.844665,3021.0,2.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-05-08,CONTENT,,,3.0,0.0,0.0,10.542509,6073.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-13,CONTENT,,,0.0,0.0,0.0,4.471412,2762.0,0.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-29,CONTENT,,,0.0,0.0,0.0,4.330245,2735.0,0.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-27,CONTENT,,,6.0,0.0,0.0,5.315684,3253.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-28,CONTENT,,,4.0,0.0,0.0,8.895855,5067.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-29,CONTENT,,,1.0,0.0,0.0,4.359361,2595.0,1.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-30,CONTENT,,,6.0,0.0,0.0,3.147148,2031.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-24,CONTENT,,,3.0,0.0,0.0,5.101102,2962.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-02,CONTENT,,,4.0,0.0,0.0,3.782985,2326.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-06-21,CONTENT,,,9.0,0.0,0.0,9.572512,5649.0,9.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-02-19,CONTENT,,,6.0,0.0,0.0,5.107944,3037.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-01-28,CONTENT,,,3.0,0.0,0.0,10.224643,6056.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-29,CONTENT,,,4.0,0.0,0.0,5.160358,3278.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-22,CONTENT,,,4.0,0.0,0.0,4.731627,2968.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-12,CONTENT,,,10.0,0.0,0.0,10.758358,6544.0,10.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-01-18,CONTENT,,,6.0,0.0,0.0,4.369052,2622.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-04,CONTENT,,,8.0,0.0,0.0,17.099666,9936.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-23,CONTENT,,,3.0,0.0,0.0,4.87491,3027.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-04,CONTENT,,,3.0,0.0,0.0,4.848984,3143.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-01-01,CONTENT,,,7.0,0.0,0.0,7.75984,4636.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-02-04,CONTENT,,,12.0,0.0,0.0,12.951942,7767.0,12.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-06-29,CONTENT,,,3.0,0.0,0.0,8.887876,5314.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-01-02,CONTENT,,,7.0,0.0,0.0,10.6088,6300.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-04,CONTENT,,,11.0,0.0,0.0,9.205387,5416.0,11.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-27,CONTENT,,,5.0,0.0,0.0,4.14201,2328.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-05-03,CONTENT,,,7.0,0.0,0.0,9.650115,5615.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-01-27,CONTENT,,,0.0,0.0,0.0,3.460139,2185.0,0.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-01-07,CONTENT,,,6.0,0.0,0.0,11.026421,6670.0,6.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-30,CONTENT,,,1.0,0.0,0.0,4.062546,2549.0,1.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-02-03,CONTENT,,,5.0,0.0,0.0,4.880149,3182.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-24,CONTENT,,,9.0,0.0,0.0,17.997067,10949.0,9.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-05-15,CONTENT,,,2.0,0.0,0.0,11.107461,6398.0,2.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-01-15,CONTENT,,,4.0,0.0,0.0,4.298481,2831.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-21,CONTENT,,,5.0,0.0,0.0,9.541872,5197.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-21,CONTENT,,,19.0,0.0,0.0,16.7482,10207.0,19.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-06-03,CONTENT,,,2.0,0.0,0.0,5.018852,3122.0,2.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-31,CONTENT,,,2.0,0.0,0.0,3.850786,2536.0,2.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-24,CONTENT,,,11.0,0.0,0.0,9.815302,5699.0,11.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-05-19,CONTENT,,,5.0,0.0,0.0,9.477737,5457.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-04,CONTENT,,,5.0,0.0,0.0,4.069175,2449.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-01-28,CONTENT,,,3.0,0.0,0.0,3.818005,2413.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Tuesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-24,CONTENT,,,3.0,0.0,0.0,9.848405,5664.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-29,CONTENT,,,10.0,0.0,0.0,8.343366,4596.0,10.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-03-24,CONTENT,,,4.0,0.0,0.0,3.741276,2254.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-23,CONTENT,,,9.0,0.0,0.0,4.778306,2900.0,9.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-28,CONTENT,,,3.0,0.0,0.0,4.520278,2797.0,3.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-04-25,CONTENT,,,4.0,0.0,0.0,10.234651,6254.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Friday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-01-08,CONTENT,,,8.0,0.0,0.0,11.149265,6517.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-05-07,CONTENT,,,4.0,0.0,0.0,4.797215,3031.0,4.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-01-23,CONTENT,,,2.0,0.0,0.0,4.047813,2491.0,2.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-04-28,CONTENT,,,8.0,0.0,0.0,4.89125,3054.0,8.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-09,CONTENT,,,9.0,0.0,0.0,17.155439,9949.0,9.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Wednesday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-03-10,CONTENT,,,2.0,0.0,0.0,4.242429,2409.0,2.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-07-17,CONTENT,,,5.0,0.0,0.0,16.606001,10039.0,5.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-01,CONTENT,,,13.0,0.0,0.0,10.495343,6358.0,13.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Saturday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-03-16,CONTENT,,,7.0,0.0,0.0,9.583536,5309.0,7.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Sunday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461528760",2025-02-24,CONTENT,,,9.0,0.0,0.0,11.617406,7243.0,9.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Monday
9471998564,AIWA,CDN T1 - Produto Smart TV,KV - PRETO,"690461479821",2025-01-16,CONTENT,,,10.0,0.0,0.0,4.279788,2605.0,10.0,OUTBOUND_CLICK,OUTBOUND_CLICK,Other,Thursday
